id,SimplifiedName,TraditionalName,PinyinName,CategoryName,EnglishName_1,EnglishName_2,EnglishName_3,EnglishInterpretation,sort_id,CategoryCode
6235,少海,少海,shǎo hǎi,穴位,0,HT 3,Shaohai;HT 3,0,32,360.1047d
6236,少商,少商,shǎo shāng,穴位,0,LU 11,Shaoshang;LU 11,0,32,360.1047d
6237,少泽,少澤,shǎo zé,穴位,0,SI 1,Shaoze;SI 1,0,32,360.1047d
6238,申脉,申脈,shēn mài,穴位,0,BL 62,Shenmai;BL 62,0,32,360.1047d
6239,身柱,身柱,shēn zhù,穴位,0,DU 12,Shenzhu;GV 12,0,32,360.1047d
6240,神藏,神藏,shén cáng,穴位,0,KI 25,Shencang;KI 25,0,32,360.1047d
6241,神道,神道,shén dào,穴位,0,DU 11,Shendao;GV 11,0,32,360.1047d
6242,神封,神封,shén fēng,穴位,0,KI 23,Shenfeng;KI 23,0,32,360.1047d
6243,神门,神門,shén mén,穴位,0,shen men;TF4,shenmen;TF ⑷;shenmen,0,32,360.1047d
6244,神阙,神闕,shén quē,穴位,0,RN 8,Shenque;CV 8,0,32,360.1047d
6245,神堂,神堂,shén táng,穴位,0,BL 44,Shentang;BL 44,0,32,360.1047d
6246,神庭,神庭,shén tíng,穴位,0,DU 24,Shenting;GV 24,0,32,360.1047d
6247,肾上腺,腎上腺,shèn shàng xiàn,穴位,0,adrenal gland;TG2p,shenshangxian;TG (2p); adrenal gland,0,32,360.1047d
6248,肾俞,腎俞,shèn yú,穴位,0,BL 23,Shenshu;BL 23,0,32,360.1047d
6249,十二指肠,十二指腸,shí èr zhǐ cháng,穴位,0,duodenum;CO5,shi'erzhichang;CO (5); duodenum,0,32,360.1047d
6250,十七椎,十七椎,shí qī chuí,穴位,0,EX-B8,Shiqizhui;EX-B 8,0,32,360.1047d
6251,十宣,十宣,shí xuān,穴位,0,EX-UE11,Shixuan;EX-UE 11,0,32,360.1047d
6252,石关,石關,shí guān,穴位,0,KI 18,Shiguan;KI 18,0,32,360.1047d
6253,石门,石門,shí mén,穴位,0,RN 5,Shimen;CV 5,0,32,360.1047d
6254,食道,食道,shí dào,穴位,0,esophagus;CO2,shidao;CO (2); esophagus,0,32,360.1047d
6255,食窦,食竇,shí dòu,穴位,0,SP 17,Shidou;SP 17,0,32,360.1047d
6256,手三里,手三裏,shǒu sān lǐ,穴位,0,LI 10,Shousanli;LI 10,0,32,360.1047d
6257,手五里,手五裏,shǒu wǔ lǐ,穴位,0,LI 13,Shouwuli;LI 13,0,32,360.1047d
6258,输尿管,輸尿管,shū niào guǎn,穴位,0,"ureter;CO9, 10i ","shuniaoguan;CO (9, 10i); ureter",0,32,360.1047d
6259,束骨,束骨,shù gǔ,穴位,0,BL 65,Shugu;BL 65,0,32,360.1047d
6260,水道,水道,shuǐ dào,穴位,waterways,ST 28,Shuidao;ST 28,the pathway of water metabolism in the body,32,360.1047d
6261,水分,水分,shuǐ fèn,穴位,0,RN 9,Shuifen;CV 9,0,32,360.1047d
6262,水沟,水溝,shuǐ gōu,穴位,0,DU 26,Shuigou;GV 26,0,32,360.1047d
6263,水泉,水泉,shuǐ quán,穴位,0,KI 5,Shuiquan;KI 5,0,32,360.1047d
6264,水突,水突,shuǐ tū,穴位,0,ST 10,Shuitu;ST 10,0,32,360.1047d
6265,丝竹空,絲竹空,sī zhú kōng,穴位,0,SJ 23,Sizhukong;TE 23,0,32,360.1047d
6266,四白,四白,sì bái,穴位,0,ST 2,Sibai;ST 2,0,32,360.1047d
6267,四渎,四瀆,sì dú,穴位,0,SJ 9,Sidu;TE 9,0,32,360.1047d
6268,四缝,四縫,sì fèng,穴位,0,EX-UE10,Sifeng;EX-UE 10,0,32,360.1047d
6269,四满,四滿,sì mǎn,穴位,0,KI 14,Siman;KI 14,0,32,360.1047d
6270,四神聪,四神聰,sì shén cōng,穴位,0,EX-HN1,Sishencong;EX-HN 1,0,32,360.1047d
6271,素髎,素髎,sù liáo,穴位,0,DU 25,Suliao;GV 25,0,32,360.1047d
6272,锁骨,鎖骨,suǒ gǔ,穴位,0,clavicle;SF6,suogu;SF ⑹;clavicle,0,32,360.1047d
6273,太白,太白,tài bái,穴位,0,SP 3,Taibai;SP 3,0,32,360.1047d
6274,太冲,太沖,tài chòng,穴位,0,LV 3,Taichong;LR 3,0,32,360.1047d
6275,太溪,太溪,tài xī,穴位,0,KI 3,Taixi;KI 3,0,32,360.1047d
6276,太乙,太乙,tài yǐ,穴位,0,ST 23,Taiyi;ST 23,0,32,360.1047d
6277,太渊,太淵,tài yuān,穴位,0,LU 9,Taiyuan;LU 9,0,32,360.1047d
6278,陶道,陶道,táo dào,穴位,0,DU 13,0,0,32,360.1047d
6279,天池,天池,tiān chí,穴位,0,PC 1,Tianchi;PC 1,0,32,360.1047d
6280,天冲,天沖,tiān chōng,穴位,0,GB 9,Tianchong;GB 9,0,32,360.1047d
6281,天窗,天窗,tiān chuāng,穴位,0,SI 16,Tianchuang;SI 16,0,32,360.1047d
6282,天鼎,天鼎,tiān dǐng,穴位,0,LI 17,Tianding;LI 17,0,32,360.1047d
6283,天府,天府,tiān fǔ,穴位,0,LU 3,Tianfu;LU 3,0,32,360.1047d
6284,天井,天井,tiān jǐng,穴位,0,SJ 10,Tianjing;TE 10,0,32,360.1047d
6285,天髎,天髎,tiān liáo,穴位,0,SJ 15,Tianliao;TE 15,0,32,360.1047d
6286,天泉,天泉,tiān quán,穴位,0,PC 2,Tianquan;PC 2,0,32,360.1047d
6287,天容,天容,tiān róng,穴位,0,SI 17,Tianrong;SI 17,0,32,360.1047d
6288,天枢,天樞,tiān shū,穴位,0,ST 25,Tianshu;ST 25,0,32,360.1047d
6289,天突,天突,tiān tū,穴位,0,RN 22,Tiantu;CV 22,0,32,360.1047d
6290,天溪,天溪,tiān xī,穴位,0,SP 18,Tianxi;SP 18,0,32,360.1047d
6291,天牖,天牖,tiān yǒu,穴位,0,SJ 16,Tianyou;TE 16,0,32,360.1047d
6292,天柱,天柱,tiān zhù,穴位,0,BL 10,Tianzhu;BL 10,0,32,360.1047d
6293,天宗,天宗,tiān zōng,穴位,0,SI 11,Tianzong;SI 11,0,32,360.1047d
6294,条口,條口,tiáo kǒu,穴位,0,ST 38,Tiaokou;ST 38,0,32,360.1047d
6295,听宫,聽宮,tīng gōng,穴位,0,SI 19,Tinggong;SI 19,0,32,360.1047d
6296,听会,聽會,tīng huì,穴位,0,GB 2,Tinghui;GB 2,0,32,360.1047d
6297,艇角,艇角,tǐng jiǎo,穴位,0,angle of superior concha;CO8,tingjiao;CO (8); angle of superior concha,0,32,360.1047d
6298,艇中,艇中,tǐng zhōng,穴位,0,"center of superior concha;CO6, 10i","tingzhong;CO (6, 10i); center of superior concha",0,32,360.1047d
6299,通里,通裏,tōng lǐ,穴位,0,HT 5,Tongli;HT 5,0,32,360.1047d
6300,通天,通天,tōng tiān,穴位,0,BL 7,Tongtian;BL 7,0,32,360.1047d
6301,瞳子髎,瞳子髎,tóng zi liáo,穴位,0,GB 1,Tongziliao;GB 1,0,32,360.1047d
6302,头临泣,頭臨泣,tóu lín qì,穴位,0,GB 15,Toulinqi;GB 15,0,32,360.1047d
6303,头窍阴,頭竅陰,tóu qiào yīn,穴位,0,GB 11,Touqiaoyin;GB 11,0,32,360.1047d
6304,头维,頭維,tóu wéi,穴位,0,ST 8,Touwei;ST 8,0,32,360.1047d
6305,臀,臀,tún,穴位,0,buttock;AH7,tun;AH ⑺;gluteus,0,32,360.1047d
6306,外鼻,外鼻,wài bí,穴位,0,"external nose;TG1, 2i","waibi;TG (1, 2i); external nose",0,32,360.1047d
6307,外耳,外耳,wài ěr,穴位,0,external ear;TG1u,waier;TG (1u); external ear,0,32,360.1047d
6308,外关,外關,wài guān,穴位,0,SJ 5,Waiguan;TE 5,0,32,360.1047d
6309,外踝尖,外踝尖,wài huái jiān,穴位,0,EX-LE9,Waihuaijian;EX-LE 9,0,32,360.1047d
6310,外劳宫,外勞宮,wài láo gōng,穴位,0,EX-UE8,Wailaogong;EX-UE 8,0,32,360.1047d
6311,外陵,外陵,wài líng,穴位,0,ST 26,Wailing;ST 26,0,32,360.1047d
6312,外丘,外丘,wài qiū,穴位,0,GB 36,Waiqiu;GB 36,0,32,360.1047d
6313,外生殖器,外生殖器,wài shēng zhí qì,穴位,0,external genitalia;HX4,waishengzhiqi;HX ⑷;extemal genitals,0,32,360.1047d
6314,腕,腕,wàn,穴位,0,wrist;SF2,wan;SF ⑵;wrist,0,32,360.1047d
6315,腕骨,腕骨,wàn gǔ,穴位,0,SI 4,Wangu;SI 4,0,32,360.1047d
6316,维道,維道,wéi dào,穴位,0,GB 28,Weidao;GB 28,0,32,360.1047d
6317,委阳,委陽,wěi yáng,穴位,0,BL 39,Weiyang;BL 39,0,32,360.1047d
6318,委中,委中,wěi zhōng,穴位,0,BL 40,Weizhong;BL 40,0,32,360.1047d
6319,胃仓,胃倉,wèi cāng,穴位,0,BL 50,Weicang;BL 50,0,32,360.1047d
6320,胃脘下俞,胃脘下俞,wèi wǎn xià yú,穴位,0,EX-B3,Weiwanxiashu;EX-B 3,0,32,360.1047d
6321,胃俞,胃俞,wèi yú,穴位,0,BL 21,Weishu;BL 21,0,32,360.1047d
6322,温溜,溫溜,wēn liū,穴位,0,LI 7,Wenliu;LI 7,0,32,360.1047d
6323,屋翳,屋翳,wū yì,穴位,0,ST 15,Wuyi;ST 15,0,32,360.1047d
6324,五处,五處,wǔ chù,穴位,0,BL 5,Wuchu;BL 5,0,32,360.1047d
6325,五枢,五樞,wǔ shū,穴位,0,GB 27,Wushu;GB 27,0,32,360.1047d
6326,膝,膝,xī,穴位,0,knee;AH4,xi;AH ⑷;knee,0,32,360.1047d
6327,膝关,膝關,xī guān,穴位,0,LV 7,Xiguan;LR 7,0,32,360.1047d
6328,膝内,膝內,xī nèi,穴位,0,EX-LE3,0,0,32,360.1047d
6329,膝眼,膝眼,xī yǎn,穴位,0,EX-LE5,Xiyan;EX-LE 5,0,32,360.1047d
6330,膝阳关,膝陽關,xī yáng guān,穴位,0,GB 33,Xiyangguan;GB 33,0,32,360.1047d
6331,侠白,俠白,xiá bái,穴位,0,LU 4,Xiabai;LU 4,0,32,360.1047d
6332,侠溪,俠溪,xiá xī,穴位,0,GB 43,Xiaxi;GB 43,0,32,360.1047d
6333,下耳根,下耳根,xià ěr gēn,穴位,0,lower ear root;R3,xiaergen;R (3); lower ear root,0,32,360.1047d
6334,下关,下關,xià guān,穴位,0,ST 7,Xiaguan;ST 7,0,32,360.1047d
6335,下巨虚,下巨虛,xià jù xū,穴位,0,ST39,Xiajuxu;ST 39,0,32,360.1047d
6336,下廉,下廉,xià lián,穴位,0,LI 8,Xialian;LI 8,0,32,360.1047d
6337,下髎,下髎,xià liáo,穴位,0,BL 34,Xialiao;BL 34,0,32,360.1047d
6338,下屏,下屏,xià píng,穴位,0,lower tragus;TG2,xiaping;TG (2); lower tragus,0,32,360.1047d
6339,下肢穴,下肢穴,xià zhī xué,穴位,0,0,0,0,32,360.1047d
6340,下志室,下志室,xià zhì shì,穴位,0,EX-B5,0,0,32,360.1047d
6341,陷谷,陷穀,xiàn gǔ,穴位,0,ST 43,Xiangu;ST 43,0,32,360.1047d
6342,消泺,消濼,xiāo luò,穴位,0,SJ 12,Xialuo;TE 12,0,32,360.1047d
6343,小肠俞,小腸俞,xiǎo cháng yú,穴位,0,BL 27,Xiaochangshu;BL 27,0,32,360.1047d
6344,小骨空,小骨空,xiǎo gǔ kōng,穴位,0,EX-UE6,Xiaogukong;EX-UE 6,0,32,360.1047d
6345,小海,小海,xiǎo hǎi,穴位,0,SI 8,Xiaohai;SI 8,0,32,360.1047d
6346,心俞,心俞,xīn yú,穴位,0,BL 15,Xinshu;BL 15,0,32,360.1047d
6347,囟会,囟會,xìn huì,穴位,0,DU 22,Xinhui;GV 22,0,32,360.1047d
6348,胸,胸,xiōng,穴位,0,chest;AH10,xiong;AH (10); chest,0,32,360.1047d
6349,胸腹穴,胸腹穴,xiōng fù xué,穴位,0,0,0,0,32,360.1047d
6350,胸乡,胸鄉,xiōng xiāng,穴位,0,SP 19,Xiongxiang;SP 19,0,32,360.1047d
6351,胸椎,胸椎,xiōng zhuī,穴位,0,thoracic vertebrae;AH11,xiongzhui;AH (11); thoracic vertebrae,0,32,360.1047d
6352,悬厘,懸厘,xuán lí,穴位,0,GB 6,Xuanli;GB 6,0,32,360.1047d
6353,悬颅,懸顱,xuán lú,穴位,0,GB 5,Xuanlu;GB 5,0,32,360.1047d
6354,悬枢,懸樞,xuán shū,穴位,0,DU 5,Xuanshu;GV 5,0,32,360.1047d
6355,悬钟,懸鐘,xuán zhōng,穴位,0,GB 39,Xuanzhong;GB 39,0,32,360.1047d
6356,璇玑,璿璣,xuán jī,穴位,0,RN 21,0,0,32,360.1047d
6357,牙,牙,yá,穴位,0,teeth;LO1,ya;LO (1); tooth,0,32,360.1047d
6358,哑门,啞門,yǎ mén,穴位,0,DU 15,0,0,32,360.1047d
6359,咽喉,咽喉,yān hóu,穴位,0,pharynx larynx;TG3,yanhou;TG (3); pharynx larynx,0,32,360.1047d
6360,眼,眼,yǎn,穴位,0,eye;LO5,yan;LO (5); eye,0,32,360.1047d
6361,阳白,陽白,yáng bái,穴位,0,GB 14,0,0,32,360.1047d
6362,阳池,陽池,yáng chí,穴位,0,SJ 4,0,0,32,360.1047d
6363,阳辅,陽輔,yáng fǔ,穴位,0,GB 38,0,0,32,360.1047d
6364,阳纲,陽綱,yáng gāng,穴位,0,BL 48,0,0,32,360.1047d
6365,阳谷,陽穀,yáng gǔ,穴位,0,SI 5,0,0,32,360.1047d
6366,阳交,陽交,yáng jiāo,穴位,0,GB 35,0,0,32,360.1047d
6367,阳陵泉,陽陵泉,yáng líng quán,穴位,0,GB 34,0,0,32,360.1047d
6368,阳溪,陽溪,yáng xī,穴位,0,LI 5,0,0,32,360.1047d
6369,养老,養老,yǎng lǎo,穴位,0,SI 6,0,0,32,360.1047d
6370,腰骶椎,腰骶椎,yāo dǐ zhuī,穴位,0,lumbosacral vertebrae;AH9,yaodizhui;AH (9); lumbosacral vertebrae,0,32,360.1047d
6371,腰奇,腰奇,yāo qí,穴位,0,EX-B9,Yaoqi;EX-B 9,0,32,360.1047d
6372,腰痛点,腰痛點,yāo tòng diǎn,穴位,0,EX-UE7,Yaotongdian;EX-UE 7,0,32,360.1047d
6373,腰眼,腰眼,yāo yǎn,穴位,0,EX-B7,Yaoyan;EX-B 7,0,32,360.1047d
6374,腰阳关,腰陽關,yāo yáng guān,穴位,0,DU 3,0,0,32,360.1047d
6375,腰宜,腰宜,yāo yí,穴位,0,EX-B6,Yaoyi;EX-B 6,0,32,360.1047d
6376,腰俞,腰俞,yāo yú,穴位,0,DU 2,0,0,32,360.1047d
6377,液门,液門,yè mén,穴位,0,SJ 2,0,0,32,360.1047d
6378,譩譆,譩譆,yī xī,穴位,0,BL 45,0,0,32,360.1047d
6379,胰胆,胰膽,yí dǎn,穴位,0,pancreas and gallbladder;CO11,yidan;CO (11); pancreas and gallbladder,0,32,360.1047d
6380,意舍,意舍,yì shě,穴位,0,BL 49,0,0,32,360.1047d
6381,翳风,翳風,yì fēng,穴位,0,SJ 17,0,0,32,360.1047d
6382,翳明,翳明,yì míng,穴位,0,EX-HN14,Yiming;EX-HN 14,0,32,360.1047d
6383,阴包,陰包,yīn bāo,穴位,0,LV 9,0,0,32,360.1047d
6384,阴都,陰都,yīn dōu,穴位,0,KI 19,0,0,32,360.1047d
6385,阴谷,陰穀,yīn gǔ,穴位,0,KI 10,0,0,32,360.1047d
6386,阴交,陰交,yīn jiāo,穴位,0,RN 7,0,0,32,360.1047d
6387,阴廉,陰廉,yīn lián,穴位,0,LV 11,0,0,32,360.1047d
6388,阴陵泉,陰陵泉,yīn líng quán,穴位,0,SP 9,0,0,32,360.1047d
6389,阴郄,陰郤,yīn qiè,穴位,0,HT 6,0,0,32,360.1047d
6390,阴市,陰市,yīn shì,穴位,0,ST 33,0,0,32,360.1047d
6391,殷门,殷門,yīn mén,穴位,0,BL 37,0,0,32,360.1047d
6392,龈交,齦交,kěn jiāo,穴位,0,DU 28,0,0,32,360.1047d
6393,隐白,隱白,yǐn bái,穴位,0,SP 1,0,0,32,360.1047d
6394,印堂,印堂,yìn táng,穴位,0,EX-HN3,Yintang;EX-HN 3,0,32,360.1047d
6395,膺窗,膺窗,yīng chuāng,穴位,0,ST 16,0,0,32,360.1047d
6396,迎香,迎香,yíng xiāng,穴位,0,LI 20,0,0,32,360.1047d
6397,涌泉,湧泉,yǒng quán,穴位,0,KI 1,0,0,32,360.1047d
6398,幽门,幽門,yōu mén,穴位,0,KI 21,0,0,32,360.1047d
6399,鱼际,魚際,yú jì,穴位,0,LU 10,0,0,32,360.1047d
6400,鱼腰,魚腰,yú yāo,穴位,0,EX-HN4,Yuyao;EX-HN 4,0,32,360.1047d
6401,俞府,俞府,yú fǔ,穴位,0,KI 27,Shufu;KI 27,0,32,360.1047d
6402,玉堂,玉堂,yù táng,穴位,0,RN 18,0,0,32,360.1047d
6403,玉液,玉液,yù yè,穴位,0,EX-HN13,Yuye;EX-HN 13,0,32,360.1047d
6404,玉枕,玉枕,yù zhěn,穴位,0,BL 9,0,0,32,360.1047d
6405,彧中,彧中,yù zhōng,穴位,0,KI 26,0,0,32,360.1047d
6406,渊腋,淵腋,yuān yè,穴位,0,GB 22,Yuanye;GB 22,0,32,360.1047d
6407,缘中,緣中,yuán zhōng,穴位,0,"central rim;AT2, 3, 4i","yuanzhong;AT (2, 3, 4i); central rim",0,32,360.1047d
6408,云门,雲門,yún mén,穴位,0,LU 2,Yunmen;LU 2,0,32,360.1047d
6409,攒竹,攢竹,zǎn zhú,穴位,0,BL 2,Cuanzhu;BL 2,0,32,360.1047d
6410,章门,章門,zhāng mén,穴位,0,LV 13,zhangmen;LR 13,0,32,360.1047d
6411,长强,長強,zhǎng qiáng,穴位,0,DU 1,Changqiang;GV 1,0,32,360.1047d
6412,照海,照海,zhào hǎi,穴位,0,KI 6,Zhaohai;KI 6,0,32,360.1047d
6413,辄筋,輒筋,zhé jīn,穴位,0,GB 23,Zhejin;GB 23,0,32,360.1047d
6414,枕,枕,zhěn,穴位,0,occiput;AT3,zhen;AT (3); occiput,0,32,360.1047d
6415,枕上旁线,枕上旁線,zhěn shàng páng xiàn,穴位,0,upper-lateral line of occiput;MS13,Zhenshang Pangxian;MS13; upper-lateral line of occiput,0,32,360.1047d
6416,枕上正中线,枕上正中線,zhěn shàng zhèng zhōng xiàn,穴位,0,upper-middle line of occiput;MS12,Zhenshang Zhengzhongxian;MS12; upper- middle line of occiput,0,32,360.1047d
6417,枕下旁线,枕下旁線,zhěn xià páng xiàn,穴位,0,lower- lateral line of occiput;MS14,Zhenxia Pangxian;MS14; lower- lateral line of occiput,0,32,360.1047d
6418,正营,正營,zhèng yíng,穴位,0,GB 17,Zhengying;GB 17,0,32,360.1047d
6419,支沟,支溝,zhī gōu,穴位,0,SJ 6,Zhigou;TE 6,0,32,360.1047d
6420,支正,支正,zhī zhèng,穴位,0,SI 7,Zhizheng;SI 7,0,32,360.1047d
6421,直肠,直腸,zhí cháng,穴位,0,rectum;HX2,zhichang;HX (2); rectum,0,32,360.1047d
6422,指,指,zhǐ,穴位,0,finger;SF1,zhi;SF (1); finger,0,32,360.1047d
6423,趾,趾,zhǐ,穴位,0,toe;AH2,zhi;AH (2); toe,0,32,360.1047d
6424,至阳,至陽,zhì yáng,穴位,0,DU 9,Zhiyang;GV 9,0,32,360.1047d
6425,至阴,至陰,zhì yīn,穴位,0,BL 67,Zhiyin;BL 67,0,32,360.1047d
6426,志室,志室,zhì shì,穴位,0,BL 52,Zhishi;BL 52,0,32,360.1047d
6427,秩边,秩邊,zhì biān,穴位,0,BL 54,Zhibian;BL 54,0,32,360.1047d
6428,瘈脉,瘈脈,chì mài,穴位,0,SJ 18,Chimai;TE 18,0,32,360.1047d
6429,中冲,中沖,zhōng chōng,穴位,0,PC 9,Zhongchong;PC 9,0,32,360.1047d
6430,中都,中都,zhōng dōu,穴位,0,LV 6,Zhongdu;LR 6,0,32,360.1047d
6431,中渎,中瀆,zhōng dú,穴位,0,GB 32,Zhongdu;GB 32,0,32,360.1047d
6432,中封,中封,zhōng fēng,穴位,0,LV 4,Zhongfeng;LR 4,0,32,360.1047d
6433,中府,中府,zhōng fǔ,穴位,0,LU 1,Zhongfu;LU 1,0,32,360.1047d
6434,中极,中極,zhōng jí,穴位,0,RN 3,Zhongji;CV 3,0,32,360.1047d
6435,中魁,中魁,zhōng kuí,穴位,0,EX-UE4,Zhongkui;EX-UE 4,0,32,360.1047d
6436,中髎,中髎,zhōng liáo,穴位,0,BL 33,Zhongliao;BL 33,0,32,360.1047d
6437,中膂俞,中膂俞,zhōng lǚ yú,穴位,0,BL 29,Zhonglushu;BL 29,0,32,360.1047d
6438,中泉,中泉,zhōng quán,穴位,0,EX-UE3,Zhongquan;EX-UE 3,0,32,360.1047d
6439,中枢,中樞,zhōng shū,穴位,0,DU 7,Zhongshu;GV 7,0,32,360.1047d
6440,中庭,中庭,zhōng tíng,穴位,0,RN 16,Zhongting;CV 16,0,32,360.1047d
6441,中渚,中渚,zhōng zhǔ,穴位,0,SJ 3,Zhongzhu;TE 3,0,32,360.1047d
6442,中注,中注,zhōng zhù,穴位,0,KI 15,Zhongzhu;KI 15,0,32,360.1047d
6443,周荣,周榮,zhōu róng,穴位,0,SP 20,Zhourong;SP 20,0,32,360.1047d
6444,肘,肘,zhǒu,穴位,0,elbow;SF3,zhou;SF ⑶;elbow,0,32,360.1047d
6445,肘尖,肘尖,zhǒu jiān,穴位,0,EX-UE1,Zhoujian;EX-UE 1,0,32,360.1047d
6446,肘髎,肘髎,zhǒu liáo,穴位,0,LI 12,Zhouliao;LI 12,0,32,360.1047d
6447,筑宾,築賓,zhù bīn,穴位,0,KI 9,Zhubin;KI 9,0,32,360.1047d
6448,紫宫,紫宮,zǐ gōng,穴位,0,RN 19,Zigong;CV 19,0,32,360.1047d
6449,足临泣,足臨泣,zú lín qì,穴位,0,GB 41,Zulinqi;GB 41,0,32,360.1047d
6450,足窍阴,足竅陰,zú qiào yīn,穴位,0,GB 44,Zuqiaoyin;GB 44,0,32,360.1047d
6451,足三里,足三裏,zú sān lǐ,穴位,0,ST 36,Zusanli;ST 36,0,32,360.1047d
6452,足通谷,足通穀,zú tōng gǔ,穴位,0,BL 66,Zutonggu;BL 66,0,32,360.1047d
6453,足五里,足五裏,zú wǔ lǐ,穴位,0,LV 10,Zuwuli;LR 10,0,32,360.1047d
6454,坐骨神经,坐骨神經,zuò gǔ shén jīng,穴位,0,sciatic nerve;AH6,zuogushenjing;AH (6); sciatic nerve,0,32,360.1047d
6455,八风,八風,bā fēng,穴位,0,0,Bafeng;EX-LE 10,0,32,360.1047d
6456,百虫窝,百蟲窩,bǎi chóng wō,穴位,0,0,Baichongwo;EX-LE 3,0,32,360.1047d
6457,大抒,大抒,dà shū,穴位,0,0,Dazhu;BL 11,0,32,360.1047d
6458,额旁线,額旁線,é páng i xiàn,穴位,0,0,Epangxian I;MS2; lateral line 1 of forehead,0,32,360.1047d
6459,合穴,合穴,hé xué,穴位,sea point,0,sea point,"one of the five transport points, mostly located near the elbows or knees, where the meridian/channel qi goes deep into the body just as a river flows into the sea",32,360.1047d
6460,或中,或中,huò zhōng,穴位,0,0,Yuzhong;KI 26,0,32,360.1047d
6461,经穴,經穴,jīng xué,穴位,river point,0,①meridian/channel point ②river point,"one of the five transport points, located on the lower limbs and forearms",32,360.1047d
6462,井穴,井穴,jǐng xué,穴位,well point,0,well point,"one of the five transport points located at the distal end of the fingers or toes, where the meridian/channel qi starts to bubble",32,360.1047d
6463,络穴,絡穴,luò xué,穴位,connecting point,0,connecting point,point at the site where the meridian/channel sends out its collateral vessel,32,360.1047d
6464,腩俞,腩俞,nǎn yú,穴位,0,0,Geshu;BL 17,0,32,360.1047d
6465,上肢穴,上肢穴,shàng zhī xué,穴位,0,0,points of upper extremities; EX-UE,0,32,360.1047d
6466,输穴,輸穴,shū xué,穴位,stream point,0,stream point,"one of the five transport points, mostly located proximal to the metacarpophalangeal or metatarsophalangeal joints, where the meridian/channel qi starts to flourish",32,360.1047d
6467,淘道,淘道,táo dào,穴位,0,0,Taodao;GV 13,0,32,360.1047d
6468,艇几,艇幾,tǐng jǐ,穴位,0,0,Xuanji;CV 21,0,32,360.1047d
6469,头颈部穴,頭頸部穴,tóu jǐng bù xué,穴位,0,0,points of head and neck; EX-HN,0,32,360.1047d
6470,阑尾,闌尾,lán wěi,穴位,0,0,"Lanwei;CO (6, 7i); appendix",0,32,360.1047d
6471,下极俞,下極俞,xià jí yú,穴位,0,0,Xiajishu;EX-B 5,0,32,360.1047d
6472,下肢穴,下肢穴,xià zhī xué,穴位,0,0,points of lower extremities; EX-LE,0,32,360.1047d
6473,胸腹部穴,胸腹部穴,xiōng fù bù xué,穴位,0,0,points of chest and abdomen; EX-CA,0,32,360.1047d
6474,颜,顏,yán,穴位,0,0,nie;AT (2); temple,0,32,360.1047d
6475,颜后线,顏後線,yán hòu xiàn,穴位,0,0,Niehouxian;MS11; posterior temporal line,0,32,360.1047d
6476,荥穴,滎穴,xíng xué,穴位,brook point,0,brook point,"one of the five transport points, mostly located distal to the metacarpophalangeal or metatarsophalangeal joints, where the meridian/channel qi starts to spout",32,360.1047d
6477,原穴,原穴,yuán xué,穴位,source point,0,source point,"points where the original qi of the visceral organs pours, passes or stays",32,360.1047d
6478,曰月,曰月,yuē yuè,穴位,0,0,Riyue;GB 24,0,32,360.1047d
6479,阿是穴;天应穴,阿是穴;天應穴,ā shì xué ; tiān   yīng xué,穴位,ouch point,0,0,"an acupuncture point with no specific name nor definite location, the site of which is determined by tenderness or other pathological responses, also known as the ashi point",32,360.1047d
6480,表里配穴法;表里经配穴法,表裏配穴法;表裏經配穴法,biǎo lǐ pèi xué fǎ ;  biǎo lǐ jīng pèi xué fǎ,穴位,exterior-interior point combination,0,0,a method of point combination based on the exterior-interior relationship of the meridians/channels,32,360.1047d
6481,馋针,饞針,chán zhēn,穴位,shear needle,0,0,"a pricking instrument like an arrowhead with a sharp tip, the same as a chisel needle or sagital needle",32,360.1047d
6482,对证选穴,對證選穴,duì zhèng xuǎn xué,穴位,selection of points according to pattern/ syndrome,0,0,"the general principle for point selection, that is, determination of the points used in acupuncture according to the pattern/syndrome",32,360.1047d
6483,骨度分寸,骨度分寸,gǔ dù fēn cùn,穴位,bone proportional cun,0,0,"the length of equally divided portions of a certain long bone taken as one cun, a unit of measurement, the same as skeletal proportional cun",32,360.1047d
6484,骨度折量定位法;骨度分寸定位法;骨度法,骨度折量定位法;骨度分寸定位法;骨度法,gǔ dù zhé liàng dìng   wèi fǎ ;  gǔ dù fēn cùn dìng   wèi fǎ ;  gǔ dù fǎ,穴位,location of points by bone standard,0,0,"the length of equally divided portions of a certain long bone or the distance between two anatomical landmarks, taken as one cun, as a unit of measurement for locating points, the same as location of points by skeletal standard",32,360.1047d
6485,毫针,毫針,háo zhēn,穴位,filiform needle,0,0,a type of fine needle of varying length most commonly used in performing acupuncture at present,32,360.1047d
6486,横指同身寸;一夫法,橫指同身寸;一夫法,héng zhǐ tóng shēn cùn ;  yī fū fǎ,穴位,finger-breadth cun,0,0,"the width of the four fingers (namely, the index finger, middle finger, ring finger and little finger) held together at the level of the proximal interphalangeal fold of the middle finger, which is taken as a unit of measurement of 3 cun",32,360.1047d
6487,进针,進針,jìn zhēn,穴位,needle insertion,0,0,penetration of the skin with the tip of the needle to a certain depth,32,360.1047d
